SentenceID,NounScore,VerbScore,"Noun Only   (1.0, 0.0)","Verb Only   (0.0, 1.0)","Equal       (0.5, 0.5)","Noun-heavy  (0.7, 0.3)","Verb-heavy  (0.3, 0.7)"
212,0.171429,0.28438,0.171429,0.28438,0.227904,0.205314,0.250495
213,0.15625,0.083333,0.15625,0.083333,0.119792,0.134375,0.105208
214,0.214696,0.663709,0.214696,0.663709,0.439202,0.3494,0.529005
215,0.15,0.619826,0.15,0.619826,0.384913,0.290948,0.478878
216,0.263889,0.190954,0.263889,0.190954,0.227422,0.242009,0.212835
217,0.214286,0.644874,0.214286,0.644874,0.42958,0.343462,0.515698
218,0.333333,0.511404,0.333333,0.511404,0.422369,0.386755,0.457983
219,0.245455,0.33871,0.245455,0.33871,0.292082,0.273431,0.310733
220,0.277778,0.661988,0.277778,0.661988,0.469883,0.393041,0.546725
221,0.141667,0.421177,0.141667,0.421177,0.281422,0.22552,0.337324
222,0.182274,0.511875,0.182274,0.511875,0.347075,0.281155,0.412995
223,0.258741,0.169872,0.258741,0.169872,0.214307,0.23208,0.196533
224,0.221429,0.58,0.221429,0.58,0.400714,0.329,0.472429
225,0.239286,0.410256,0.239286,0.410256,0.324771,0.290577,0.358965
226,0.154167,0.185897,0.154167,0.185897,0.170032,0.163686,0.176378
227,0.285,0.648718,0.285,0.648718,0.466859,0.394115,0.539603
228,0.2375,0.078205,0.2375,0.078205,0.157853,0.189712,0.125994
229,0.181818,0.595984,0.181818,0.595984,0.388901,0.306068,0.471734
230,0.285185,0.40044,0.285185,0.40044,0.342813,0.319762,0.365864
231,0.270905,0.616664,0.270905,0.616664,0.443785,0.374633,0.512936
232,0.258741,0.715831,0.258741,0.715831,0.487286,0.395868,0.578704
233,0.264463,0.412585,0.264463,0.412585,0.338524,0.3089,0.368149
234,0.1875,0.625556,0.1875,0.625556,0.406528,0.318917,0.494139
235,0.326531,0.728205,0.326531,0.728205,0.527368,0.447033,0.607703
236,0.324607,0.580736,0.324607,0.580736,0.452672,0.401446,0.503897
237,0.260417,0.46031,0.260417,0.46031,0.360363,0.320385,0.400342
238,0.277778,0.229167,0.277778,0.229167,0.253472,0.263194,0.24375
239,1.0,1.0,1.0,1.0,1.0,1.0,1.0
240,0.150794,0.125497,0.150794,0.125497,0.138145,0.143205,0.133086
241,0.4,0.759375,0.4,0.759375,0.579688,0.507812,0.651562
242,0.4,0.581818,0.4,0.581818,0.490909,0.454545,0.527273
243,0.233333,0.192083,0.233333,0.192083,0.212708,0.220958,0.204458
244,0.263338,0.47846,0.263338,0.47846,0.370899,0.327874,0.413924
245,0.190972,0.274581,0.190972,0.274581,0.232777,0.216055,0.249498
246,0.175613,0.297638,0.175613,0.297638,0.236626,0.21222,0.261031
247,0.35,0.488578,0.35,0.488578,0.419289,0.391573,0.447005
248,0.278056,0.392671,0.278056,0.392671,0.335363,0.31244,0.358286
249,0.267677,0.567254,0.267677,0.567254,0.417465,0.35755,0.477381
250,0.118056,0.286111,0.118056,0.286111,0.202083,0.168472,0.235694
251,0.177273,0.627651,0.177273,0.627651,0.402462,0.312386,0.492537
252,0.207143,0.767646,0.207143,0.767646,0.487394,0.375294,0.599495
253,0.11,0.568333,0.11,0.568333,0.339167,0.2475,0.430833
254,0.15,0.69381,0.15,0.69381,0.421905,0.313143,0.530667
255,0.2625,0.572222,0.2625,0.572222,0.417361,0.355417,0.479306
256,0.151786,0.694444,0.151786,0.694444,0.423115,0.314583,0.531647
257,0.238095,0.097619,0.238095,0.097619,0.167857,0.195952,0.139762
258,0.166667,0.775,0.166667,0.775,0.470833,0.349167,0.5925
259,0.093162,0.356389,0.093162,0.356389,0.224776,0.17213,0.277421
260,0.364286,0.627629,0.364286,0.627629,0.495957,0.443289,0.548626
261,0.167885,0.715556,0.167885,0.715556,0.44172,0.332186,0.551254
262,0.192308,0.659542,0.192308,0.659542,0.425925,0.332478,0.519371
263,0.256944,0.737778,0.256944,0.737778,0.497361,0.401194,0.593528
264,0.342479,0.358889,0.342479,0.358889,0.350684,0.347402,0.353966
265,0.240363,0.5,0.240363,0.5,0.370181,0.318254,0.422109
266,0.159091,0.740741,0.159091,0.740741,0.449916,0.333586,0.566246
267,0.290293,0.482621,0.290293,0.482621,0.386457,0.347991,0.424923
268,0.251042,0.390774,0.251042,0.390774,0.320908,0.292961,0.348854
269,0.2,0.376863,0.2,0.376863,0.288431,0.253059,0.323804
270,0.194444,0.194048,0.194444,0.194048,0.194246,0.194325,0.194167
271,0.174603,0.175574,0.174603,0.175574,0.175089,0.174894,0.175283
272,0.277778,0.411765,0.277778,0.411765,0.344771,0.317974,0.371569
273,0.162963,0.254864,0.162963,0.254864,0.208913,0.190533,0.227293
274,0.154971,0.362338,0.154971,0.362338,0.258654,0.217181,0.300128
275,0.208333,0.278442,0.208333,0.278442,0.243387,0.229366,0.257409
276,0.109091,0.321429,0.109091,0.321429,0.21526,0.172792,0.257727
277,0.152778,0.415438,0.152778,0.415438,0.284108,0.231576,0.33664
278,0.27,0.722667,0.27,0.722667,0.496333,0.4058,0.586867
279,0.145455,0.380434,0.145455,0.380434,0.262944,0.215948,0.30994
280,0.354755,0.419172,0.354755,0.419172,0.386963,0.37408,0.399847
281,0.112821,0.187146,0.112821,0.187146,0.149983,0.135118,0.164848
282,0.136508,0.611111,0.136508,0.611111,0.37381,0.278889,0.46873
283,0.091837,0.385434,0.091837,0.385434,0.238635,0.179916,0.297355
284,0.216667,0.057525,0.216667,0.057525,0.137096,0.168924,0.105267
285,0.214286,0.385434,0.214286,0.385434,0.29986,0.26563,0.33409
286,0.191558,0.134815,0.191558,0.134815,0.163187,0.174535,0.151838
287,0.154464,0.3,0.154464,0.3,0.227232,0.198125,0.256339
288,0.267857,0.479085,0.267857,0.479085,0.373471,0.331225,0.415717
289,0.208333,0.524368,0.208333,0.524368,0.366351,0.303144,0.429558
290,0.178922,0.463629,0.178922,0.463629,0.321275,0.264334,0.378217
291,0.070248,0.222222,0.070248,0.222222,0.146235,0.11584,0.17663
292,0.103516,0.771201,0.103516,0.771201,0.437358,0.303821,0.570895
293,0.177885,0.426768,0.177885,0.426768,0.302326,0.25255,0.352103
294,0.314103,0.222222,0.314103,0.222222,0.268162,0.286538,0.249786
295,0.101399,0.333333,0.101399,0.333333,0.217366,0.170979,0.263753
296,0.116667,0.487692,0.116667,0.487692,0.302179,0.227974,0.376384
297,0.161538,0.366111,0.161538,0.366111,0.263825,0.22291,0.304739
298,0.274471,0.514697,0.274471,0.514697,0.394584,0.346539,0.442629
299,0.328704,0.628519,0.328704,0.628519,0.478611,0.418648,0.538574
300,0.233766,0.514198,0.233766,0.514198,0.373982,0.317896,0.430068
301,0.205,0.638836,0.205,0.638836,0.421918,0.335151,0.508685
302,0.2,0.550899,0.2,0.550899,0.37545,0.30527,0.44563
303,0.291667,0.886508,0.291667,0.886508,0.589087,0.470119,0.708056
304,0.160714,0.608687,0.160714,0.608687,0.384701,0.295106,0.474295
305,0.171875,0.408186,0.171875,0.408186,0.290031,0.242768,0.337293
306,0.375,0.626786,0.375,0.626786,0.500893,0.450536,0.55125
307,0.277273,0.09359,0.277273,0.09359,0.185431,0.222168,0.148695
308,0.301136,0.379487,0.301136,0.379487,0.340312,0.324642,0.355982
309,0.170833,0.193257,0.170833,0.193257,0.182045,0.17756,0.18653
310,0.333333,0.62,0.333333,0.62,0.476667,0.419333,0.534
311,0.234848,0.692574,0.234848,0.692574,0.463711,0.372166,0.555256
312,0.222222,0.333333,0.222222,0.333333,0.277778,0.255556,0.3
313,0.13125,0.294464,0.13125,0.294464,0.212857,0.180214,0.2455
314,0.193452,0.580192,0.193452,0.580192,0.386822,0.309474,0.46417
315,0.181818,0.708608,0.181818,0.708608,0.445213,0.339855,0.550571
316,0.157143,0.621587,0.157143,0.621587,0.389365,0.296476,0.482254
317,0.205556,0.941587,0.205556,0.941587,0.573571,0.426365,0.720778
318,0.17284,0.778254,0.17284,0.778254,0.475547,0.354464,0.59663
319,0.157407,0.611667,0.157407,0.611667,0.384537,0.293685,0.475389
320,0.366667,0.480304,0.366667,0.480304,0.423486,0.400758,0.446213
321,0.140909,0.757044,0.140909,0.757044,0.448977,0.32575,0.572204
322,0.142857,0.810794,0.142857,0.810794,0.476825,0.343238,0.610413
323,0.273373,0.782343,0.273373,0.782343,0.527858,0.426064,0.629652
324,0.228571,0.58,0.228571,0.58,0.404286,0.334,0.474571
325,0.283333,1.0,0.283333,1.0,0.641667,0.498333,0.785
326,0.176923,0.754697,0.176923,0.754697,0.46581,0.350255,0.581365
327,0.15625,0.409074,0.15625,0.409074,0.282662,0.232097,0.333227
328,0.244444,0.5,0.244444,0.5,0.372222,0.321111,0.423333
329,0.166667,0.708891,0.166667,0.708891,0.437779,0.329334,0.546224
330,0.188312,0.754594,0.188312,0.754594,0.471453,0.358196,0.584709
331,0.125,0.526905,0.125,0.526905,0.325952,0.245571,0.406333
332,0.157143,0.395294,0.157143,0.395294,0.276218,0.228588,0.323849
333,0.2,0.611282,0.2,0.611282,0.405641,0.323385,0.487897
334,0.2875,0.535354,0.2875,0.535354,0.411427,0.361856,0.460997
335,0.149573,0.584072,0.149573,0.584072,0.366822,0.279922,0.453722
336,0.209091,0.597424,0.209091,0.597424,0.403257,0.325591,0.480924
337,0.2375,0.857407,0.2375,0.857407,0.547454,0.423472,0.671435
338,0.333333,0.408889,0.333333,0.408889,0.371111,0.356,0.386222
339,0.291667,0.74901,0.291667,0.74901,0.520338,0.42887,0.611807
340,0.139732,0.655745,0.139732,0.655745,0.397739,0.294536,0.500941
341,0.227273,0.770682,0.227273,0.770682,0.498977,0.390296,0.607659
342,0.118881,0.747693,0.118881,0.747693,0.433287,0.307525,0.55905
343,0.333333,0.560588,0.333333,0.560588,0.446961,0.40151,0.492412
344,0.180449,0.474667,0.180449,0.474667,0.327558,0.268714,0.386401
345,0.135417,0.484444,0.135417,0.484444,0.309931,0.240125,0.379736
346,0.21875,0.216471,0.21875,0.216471,0.21761,0.218066,0.217154
347,0.178571,0.53105,0.178571,0.53105,0.354811,0.284315,0.425307
348,0.099587,0.461538,0.099587,0.461538,0.280562,0.208172,0.352953
349,0.120833,0.888889,0.120833,0.888889,0.504861,0.35125,0.658472
350,0.282011,0.598663,0.282011,0.598663,0.440337,0.377006,0.503667
351,0.27314,0.203109,0.27314,0.203109,0.238125,0.252131,0.224118
352,0.21716,0.932222,0.21716,0.932222,0.574691,0.431679,0.717703
353,0.164981,0.644332,0.164981,0.644332,0.404657,0.308786,0.500527
354,0.254545,0.225379,0.254545,0.225379,0.239962,0.245795,0.234129
355,0.103306,0.895751,0.103306,0.895751,0.499528,0.341039,0.658017
356,0.138095,0.448716,0.138095,0.448716,0.293406,0.231281,0.35553
357,0.182292,0.948344,0.182292,0.948344,0.565318,0.412107,0.718528
358,0.25,0.456667,0.25,0.456667,0.353333,0.312,0.394667
359,0.222222,0.287273,0.222222,0.287273,0.254747,0.241737,0.267758
360,0.3,0.813333,0.3,0.813333,0.556667,0.454,0.659333
361,0.14,0.654081,0.14,0.654081,0.39704,0.294224,0.499856
